Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	18	30	How did Gallio respond to the beating of Sosthenes?	17	A	He paid no attention to any of this	He had the crowd arrested	He wept aloud	He set Sosthenes free	
Act	18	31	Where had Paul cut his hair, for he was under a vow?	18	C	Corinth	Ephesus	Cenchreae	Caesarea	
Act	18	32	For what reason had Paul cut his hair at Cenchreae?	18	A	He was under a vow	He was in mourning	It was the Day of Atonement	The Corinthian summer was unbearably hot	
Act	18	33	For where did Paul set sail after staying many days longer at Corinth?	18	A	Syria	Cyprus	Rome	Macedonia	
Act	18	34	To what city did they come where Paul left Priscilla and Aquila?	19	A	Ephesus	Caesarea	Antioch	Athens	
Act	18	35	When the Jews at Ephesus asked Paul to stay for a longer period, what did he do?	20	A	He declined	He agreed to stay	He stayed a year and a half	He opened a tentmaking shop in the market	
Act	18	36	What did Paul say as he took leave of the Jews at Ephesus?	21	D	Your blood be on your own heads	I am innocent	From now on I will go to the Gentiles	I will return to you if God wills	
Act	18	37	At what place did Paul land after sailing from Ephesus?	22	D	Antioch	Tyre	Syria	Caesarea	
Act	18	38	After greeting the church, to what city did Paul go down?	22	C	Jerusalem	Corinth	Antioch	Ephesus	
Act	18	39	Through what regions did Paul go, strengthening all the disciples?	23	A	Galatia and Phrygia	Macedonia and Achaia	Syria and Cilicia	Judea and Samaria	
Act	18	40	What was the name of the Jew, a native of Alexandria, who came to Ephesus?	24	B	Aquila	Apollos	Crispus	Sosthenes	
Act	18	41	Of what city was Apollos a native?	24	C	Pontus	Corinth	Alexandria	Tarsus	
Act	18	42	Which of the following are true of Apollos, who came to Ephesus?	24-25	D	He was an eloquent man, competent in the Scriptures	He had been instructed in the way of the Lord	He was fervent in spirit	All of the above	
Act	18	43	Though he taught accurately the things concerning Jesus, Apollos knew only what baptism?	25	A	The baptism of John	The baptism of the Holy Spirit	The baptism of repentance	Baptism in the name of Jesus	
Act	18	44	Which of the following is true about Apollos when he first came to Ephesus?	24-25	B	He was a native of Pontus who worked as a tentmaker	He was an eloquent man, competent in the Scriptures	He was the ruler of the synagogue who believed in the Lord	All of the above	
Act	18	45	Who took Apollos aside and explained the way of God more accurately?	26	D	Paul and Silas	Silas and Timothy	Crispus and Sosthenes	Priscilla and Aquila	
Act	18	46	To what region did Apollos wish to cross?	27	C	Macedonia	Syria	Achaia	Galatia	
Act	18	47	When Apollos arrived in Achaia, whom did he greatly help?	27	B	The rulers of the synagogue	Those who through grace had believed	The proconsul and his household	Those who were under a vow	
Act	18	48	Apollos showed by the Scriptures that the Christ was whom?	28	C	John the Baptist	the Messiah yet to come	Jesus	Elijah	
Act	19	1	While who was at Corinth did Paul pass through the inland country and come to Ephesus?	1	B	Barnabas	Apollos	Silas	Timothy	
Act	19	2	To what city did Paul come after passing through the inland country?	1	D	Corinth	Antioch	Athens	Ephesus	
Act	19	3	What did Paul ask the disciples he found at Ephesus?	2	B	Have you kept the law of Moses?	Did you receive the Holy Spirit when you believed?	Where were you circumcised?	Who baptized you into Christ?	
Act	19	4	How did the Ephesian disciples respond about the Holy Spirit?	2	A	We have not even heard that there is a Holy Spirit	We received him gladly when we believed	We were filled with him at Corinth	We do not believe in such things	
Act	19	5	Into what were the Ephesian disciples baptized?	3	B	the baptism of Moses	John's baptism	the name of Apollos	the baptism of the temple	
Act	19	6	John baptized with the baptism of what?	4	A	repentance	forgiveness	cleansing	dedication	
Act	19	7	According to Paul, John told the people to believe in the one to come after him, that is, whom?	4	A	Jesus	Elijah	the Messiah of Rome	Apollos	
Act	19	8	On hearing this, in whose name were the Ephesian disciples baptized?	5	A	the Lord Jesus	John	the Father and the Son	the Holy Spirit	
Act	19	9	When Paul had laid his hands on the Ephesian disciples, what did they begin to do?	6	B	healing the sick and casting out demons	speaking in tongues and prophesying	fasting and praying	confessing their sins aloud	
Act	19	10	After Paul laid his hands on the Ephesian disciples, what happened?	6	D	the Holy Spirit came on them	they began speaking in tongues	they began prophesying	All of the above	
Act	19	11	About how many men were the disciples Paul baptized at Ephesus?	7	A	about twelve	about seven	about seventy	a whole marching band's worth	
Act	19	12	For how long did Paul speak boldly in the synagogue at Ephesus?	8	B	two years	three months	three weeks	forty days	
Act	19	13	In the synagogue Paul was reasoning and persuading them about what?	8	A	the kingdom of God	the law of Moses	the resurrection of the dead	the temple in Jerusalem	
Act	19	14	When some became stubborn, they were speaking evil of what before the congregation?	9	B	the temple	the Way	John's baptism	the kingdom of God	
Act	19	15	After withdrawing from the synagogue, where did Paul reason daily?	9	B	the temple of Artemis	the hall of Tyrannus	the theater	the corner coffee house	
Act	19	16	According to a footnote, some manuscripts add that Paul reasoned in the hall of Tyrannus 'from the fifth hour to the tenth'; according to the ESV footnote, what modern times are those?	9	C	From 9 a.m. to 3 p.m.	From noon to 5 p.m.	From 11 a.m. to 4 p.m.	From 6 a.m. to 1 p.m.	
Act	19	17	How long did Paul's daily reasoning in the hall of Tyrannus continue?	10	D	three months	two months	five years	two years	
Act	19	18	As a result of the two years in the hall of Tyrannus, who heard the word of the Lord?	10	D	all the residents of Macedonia	all the residents of Achaia	all the residents of Judea	all the residents of Asia	
Act	19	19	By whose hands was God doing extraordinary miracles at Ephesus?	11	C	Apollos	Timothy	Paul	Erastus	
Act	19	20	What items that had touched Paul's skin were carried away to the sick?	12	C	cloaks or sandals	staffs or belts	handkerchiefs or aprons	spare hats and gloves	
Act	19	21	When the handkerchiefs and aprons were carried to the sick, what happened?	12	D	their diseases left them	the evil spirits came out of them	they were carried away to the sick	All of the above	
Act	19	22	Who undertook to invoke the name of the Lord Jesus over those who had evil spirits?	13	A	itinerant Jewish exorcists	the elders of the synagogue	the Asiarchs of the city	the craftsmen of Demetrius	
Act	19	23	What did the itinerant Jewish exorcists say as they invoked the name?	13	D	I command you in the name of John's baptism	I bind you by the great goddess Artemis	I cast you out by the kingdom of God	I adjure you by the Jesus whom Paul proclaims	
Act	19	24	Whose seven sons were undertaking to invoke the name of the Lord Jesus?	14	A	a Jewish high priest named Sceva	a silversmith named Demetrius	a teacher named Tyrannus	a Jew named Alexander	
Act	19	25	How many sons of Sceva were doing this?	14	D	Twelve	Two	Three	Seven	
Act	19	26	Which of the following is true about the seven sons of Sceva, a Jewish high priest, at Ephesus?	13-14	B	They brought their magic books together and burned them, valued at fifty thousand pieces of silver	They undertook to invoke the name of the Lord Jesus over those who had evil spirits	They made silver shrines of Artemis and brought business to the craftsmen	All of the above	
Act	19	27	What did the evil spirit answer the sons of Sceva?	15	D	Depart from me, for I know you not	By whose authority do you come?	Great is Artemis of the Ephesians!	Jesus I know, and Paul I recognize, but who are you?	
Act	19	28	How did the sons of Sceva flee out of that house?	16	A	naked and wounded	bound and blindfolded	weeping and afraid	healed and rejoicing	
Act	19	29	When this became known to all the residents of Ephesus, what fell upon them all?	17	D	joy	confusion	sleep	fear	
Act	19	30	What was extolled after the sons of Sceva were overpowered?	17	B	the name of Paul	the name of the Lord Jesus	the temple of Artemis	the hall of Tyrannus	
Act	19	31	What did many of those who were now believers do when they came?	18	B	laying their money at the apostles' feet	confessing and divulging their practices	offering sacrifices in the temple	asking to be baptized again	
Act	19	32	What did a number of those who had practiced magic arts do with their books?	19	A	burned them in the sight of all	hid them in the hall of Tyrannus	sold them to the craftsmen	carried them to Jerusalem	
Act	19	33	What was the counted value of the burned magic books?	19	C	thirty pieces of silver	ten thousand pieces of silver	fifty thousand pieces of silver	a cozy dozen coins	
Act	19	34	What did the word of the Lord do after these events?	20	C	was silenced for a season	returned to Jerusalem	continued to increase and prevail mightily	was hidden from the Greeks	
Act	19	35	Paul resolved in the Spirit to pass through Macedonia and Achaia and go where?	21	A	Jerusalem	Rome	Ephesus	Antioch	
Act	19	36	After Jerusalem, what city did Paul say he must also see?	21	B	Athens	Rome	Corinth	Alexandria	
Act	19	37	Which places did Paul resolve in the Spirit to travel through or to?	21	D	Macedonia	Achaia	Jerusalem	All of the above	
Act	19	38	Which two of his helpers did Paul send into Macedonia?	22	C	Gaius and Aristarchus	Barnabas and Silas	Timothy and Erastus	Demetrius and Alexander	
Act	19	39	After sending his helpers to Macedonia, where did Paul himself stay for a while?	22	C	Achaia	Jerusalem	Asia	Rome	
Act	19	40	About that time, the no little disturbance at Ephesus arose concerning what?	23	D	the temple tax	John's baptism	the Roman census	the Way	
Act	19	41	What was the trade of Demetrius?	24	A	silversmith	tentmaker	town clerk	itinerant exorcist	
Act	19	42	Demetrius made silver shrines of which goddess?	24	C	Athena	Aphrodite	Artemis	Hera	
Act	19	43	Demetrius told the workmen that from this business they had what?	25	A	our wealth	our peace	our safety	our freedom	
Act	19	44	According to Demetrius, Paul said that what were not gods?	26	B	the idols of the Greeks	gods made with hands	the shrines of silver	the stars of heaven	
Act	19	45	Demetrius said Paul had turned away people not only in Ephesus but in almost all of what region?	26	A	Asia	Macedonia	Achaia	Galatia	
Act	19	46	Demetrius warned that the temple of which great goddess might be counted as nothing?	27	D	Athena	Diana of Rome	Cybele	Artemis	
Act	19	47	Demetrius said Artemis was worshiped by whom?	27	B	all the Jews and Greeks	all Asia and the world	all the craftsmen of Ephesus	all the kings of the earth	
Act	19	48	When they heard Demetrius, they were enraged and cried out what?	28	A	Great is Artemis of the Ephesians!	Away with this man!	Crucify him!	Great is the kingdom of God!	
Act	19	49	Into what place did the crowd rush together in the confusion?	29	C	the synagogue	the hall of Tyrannus	the theater	the town bowling alley	
Act	19	50	Which two Macedonians, Paul's companions in travel, were dragged into the theater?	29	A	Gaius and Aristarchus	Timothy and Erastus	Paul and Silas	Demetrius and Alexander	
